name,region,rating,Red_Wine
Chasseur Russian River Valley Chardonnay 2012,"Russian River, Sonoma County, California",91,0
Chasseur Russian River Valley Chardonnay 2013,"Russian River, Sonoma County, California",90,0
Chasseur Russian River Valley Pinot Noir 2005,"Russian River, Sonoma County, California",92,1
Chasseur Russian River Valley Pinot Noir 2008,"Russian River, Sonoma County, California",91,1
Chasseur Russian River Valley Pinot Noir 2012,"Russian River, Sonoma County, California",91,1
Chasseur Russian River Valley Pinot Noir 2013,"Russian River, Sonoma County, California",90,1
Chasseur Russian River Valley Pinot Noir 2014,"Russian River, Sonoma County, California",91,1
Chasseur Sexton Pinot Noir 2007,"Russian River, Sonoma County, California",93,1
Chasseur Sexton Pinot Noir 2012,"Russian River, Sonoma County, California",90,1
Chasseur Sexton Pinot Noir 2013,"Russian River, Sonoma County, California",91,1
Chasseur Sexton Pinot Noir 2015,"Russian River, Sonoma County, California",93,1
Chasseur Sexton Pinot Noir (torn label) 2005,"Russian River, Sonoma County, California",91,1
Chasseur Sonoma Coast Chardonnay 2012,"Sonoma Coast, Sonoma County, California",92,0
Chasseur Sonoma Coast Chardonnay 2013,"Sonoma Coast, Sonoma County, California",90,0
Chasseur Sonoma Coast Pinot Noir 2009,"Sonoma Coast, Sonoma County, California",92,1
Chasseur Sonoma Coast Pinot Noir 2012,"Sonoma Coast, Sonoma County, California",90,1
Chasseur Sonoma Coast Pinot Noir 2013,"Sonoma Coast, Sonoma County, California",91,1
Chasseur Syrah 2012,"Russian River, Sonoma County, California",93,1
Chasseur Syrah 2013,"Russian River, Sonoma County, California",92,1
Chasseur Twin Hill Pinot Noir (torn label) 2005,"Russian River, Sonoma County, California",93,1
Chasseur Umino Pinot Noir 2011,"Russian River, Sonoma County, California",90,1
Chasseur Umino Pinot Noir 2012,"Russian River, Sonoma County, California",90,1
Chateau Alcee 2016,"Cotes de Castillon, Bordeaux, France",91,1
Chateau Angelus (1.5 Liter Magnum) 1994,"St. Emilion, Bordeaux, France",92,1
Chateau Angelus (1.5 Liter Magnum) 2000,"St. Emilion, Bordeaux, France",97,1
Chateau Angelus (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",93,1
Chateau Angelus 1994,"St. Emilion, Bordeaux, France",92,1
Chateau Angelus 1996,"St. Emilion, Bordeaux, France",91,1
Chateau Angelus 1998,"St. Emilion, Bordeaux, France",93,1
Chateau Angelus 1999,"St. Emilion, Bordeaux, France",91,1
Chateau Angelus 2000,"St. Emilion, Bordeaux, France",96,1
Chateau Angelus 2001,"St. Emilion, Bordeaux, France",93,1
Chateau Angelus 2003,"St. Emilion, Bordeaux, France",99,1
Chateau Angelus 2004,"St. Emilion, Bordeaux, France",95,1
Chateau Angelus 2005,"St. Emilion, Bordeaux, France",96,1
Chateau Angelus 2006,"St. Emilion, Bordeaux, France",92,1
Chateau Angelus 2009,"St. Emilion, Bordeaux, France",94,1
Chateau Angelus 2011,"St. Emilion, Bordeaux, France",92,1
Chateau Angelus 2012,"St. Emilion, Bordeaux, France",94,1
Chateau Angelus 2014,"St. Emilion, Bordeaux, France",94,1
Chateau Angelus 2015,"St. Emilion, Bordeaux, France",96,1
Chateau Angelus (375ML half-bottle) 2004,"St. Emilion, Bordeaux, France",91,1
Chateau Angelus 6-Pack OWC (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",98,1
Chateau Angelus 6-Pack OWC (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",99,1
Chateau Angelus (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",98,1
Chateau Angelus (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",99,1
Chateau Angelus Le Carillon de l'Angelus (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",93,1
Chateau Angelus Le Carillon de l'Angelus (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",93,1
Chateau Angludet 2012,"Margaux, Bordeaux, France",90,1
Chateau Angludet 2014,"Margaux, Bordeaux, France",91,1
Chateau Ausone 1982,"St. Emilion, Bordeaux, France",93,1
Chateau Ausone 1983,"St. Emilion, Bordeaux, France",90,1
Chateau Ausone 1999,"St. Emilion, Bordeaux, France",94,1
Chateau Ausone 2002,"St. Emilion, Bordeaux, France",92,1
Chateau Ausone 2016,"St. Emilion, Bordeaux, France",99,1
Chateau Ausone (stained label) 2001,"St. Emilion, Bordeaux, France",95,1
Chateau Aydie Madiran Laplace 2013,"Southwest, France",93,1
Chateau Barde Haut (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Barde Haut 2000,"St. Emilion, Bordeaux, France",91,1
Chateau Barde Haut 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Barde Haut 2008,"St. Emilion, Bordeaux, France",92,1
Chateau Barde Haut 2010,"St. Emilion, Bordeaux, France",92,1
Chateau Barde Haut 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Barde Haut 2015,"St. Emilion, Bordeaux, France",92,1
Chateau Barde Haut 2016,"St. Emilion, Bordeaux, France",92,1
Chateau Barde Haut (3 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Barde Haut (5 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Barde Haut (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",94,1
Chateau Barde Haut (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",94,1
Chateau Baret 2009,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Bastor-Lamontagne Sauternes 2015,"Sauternes, Bordeaux, France",92,0
Chateau Bastor-Lamontagne Sauternes (375ML half-bottle) 2015,"Sauternes, Bordeaux, France",92,0
Chateau Batailley Pauillac 2006,"Pauillac, Bordeaux, France",91,1
Chateau Beau-Sejour Becot (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Beau-Sejour Becot 1998,"St. Emilion, Bordeaux, France",91,1
Chateau Beau-Sejour Becot 2000,"St. Emilion, Bordeaux, France",94,1
Chateau Beau-Sejour Becot 2003,"St. Emilion, Bordeaux, France",90,1
Chateau Beau-Sejour Becot 2004,"St. Emilion, Bordeaux, France",90,1
Chateau Beau-Sejour Becot 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Beau-Sejour Becot 2010,"St. Emilion, Bordeaux, France",92,1
Chateau Beau-Sejour Becot 2014,"St. Emilion, Bordeaux, France",93,1
Chateau Beaumont 2014,"Haut Medoc, Bordeaux, France",92,1
Chateau Beaumont 2015,"Haut Medoc, Bordeaux, France",90,1
Chateau Beaumont (Futures Pre-Sale) 2019,"Haut Medoc, Bordeaux, France",90,1
Chateau Beauregard (Futures Pre-Sale) 2019,"Pomerol, Bordeaux, France",94,1
Chateau Beauregard Pomerol 2000,"Pomerol, Bordeaux, France",90,1
Chateau Beausejour Duffau-Lagarrosse 2000,"St. Emilion, Bordeaux, France",92,1
Chateau Beausejour Duffau-Lagarrosse 2000,"St. Emilion, Bordeaux, France",92,1
Chateau Beausejour Duffau-Lagarrosse 2010,"St. Emilion, Bordeaux, France",95,1
Chateau Beausejour Duffau-Lagarrosse 2011,"St. Emilion, Bordeaux, France",93,1
Chateau Beausejour Duffau-Lagarrosse 2012,"St. Emilion, Bordeaux, France",93,1
Chateau Beausejour Duffau-Lagarrosse 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Beausejour Duffau-Lagarrosse 2015,"St. Emilion, Bordeaux, France",93,1
Chateau Beausejour Duffau-Lagarrosse 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Beausejour Duffau-Lagarrosse (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",98,1
Chateau Bel-Air Jean & Gabriel Lussac St.-Emilion (Futures Pre-Sale) 2018,"Bordeaux, France",93,1
Chateau Belair-Monange 2008,"St. Emilion, Bordeaux, France",92,1
Chateau Belgrave (1.5 Liter Magnum) 2015,"Medoc, Bordeaux, France",90,1
Chateau Belgrave 2016,"Medoc, Bordeaux, France",92,1
Chateau Belgrave (Futures Pre-Sale) 2018,"Medoc, Bordeaux, France",91,1
Chateau Belgrave (Futures Pre-Sale) 2019,"Medoc, Bordeaux, France",90,1
Chateau Belle-Vue 2004,"Haut Medoc, Bordeaux, France",90,1
Chateau Belle-Vue 2014,"Haut Medoc, Bordeaux, France",92,1
Chateau Bellefont Belcier 2000,"St. Emilion, Bordeaux, France",90,1
Chateau Bellefont Belcier 2005,"St. Emilion, Bordeaux, France",93,1
Chateau Bellefont Belcier 2006,"St. Emilion, Bordeaux, France",91,1
Chateau Bellefont Belcier 2016,"St. Emilion, Bordeaux, France",92,1
Chateau Bellefont Belcier (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",92,1
Chateau Belles Eaux Sainte Helene Coteaux du Languedoc 2003,"Rhone, France",90,1
Chateau Bellevue (1.5 Liter Magnum) 2000,"St. Emilion, Bordeaux, France",95,1
Chateau Bellevue 2000,"St. Emilion, Bordeaux, France",95,1
Chateau Bellevue 2003,"St. Emilion, Bordeaux, France",91,1
Chateau Bellevue 2014,"St. Emilion, Bordeaux, France",92,1
Chateau Bellevue (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",95,1
Chateau Bellevue Mondotte 2001,"St. Emilion, Bordeaux, France",94,1
Chateau Bellevue Mondotte 2004,"St. Emilion, Bordeaux, France",91,1
Chateau Bellevue Mondotte 2005,"St. Emilion, Bordeaux, France",97,1
Chateau Bellevue Mondotte 2006,"St. Emilion, Bordeaux, France",93,1
Chateau Bellevue Mondotte 2007,"St. Emilion, Bordeaux, France",90,1
Chateau Bellevue Mondotte 2011,"St. Emilion, Bordeaux, France",93,1
Chateau Bellevue Mondotte 2012,"St. Emilion, Bordeaux, France",96,1
Chateau Bellevue Mondotte 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Bellevue Mondotte 2016,"St. Emilion, Bordeaux, France",92,1
Chateau Bellevue Mondotte (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",94,1
Chateau Bellevue Mondotte St. Emilion 2005,"St. Emilion, Bordeaux, France",97,1
Chateau Berliquet (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Berliquet (1.5 Liter Magnum) 2009,"St. Emilion, Bordeaux, France",91,1
Chateau Berliquet 2000,"St. Emilion, Bordeaux, France",90,1
Chateau Berliquet 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Berliquet 2011,"St. Emilion, Bordeaux, France",91,1
Chateau Berliquet 2014,"St. Emilion, Bordeaux, France",91,1
Chateau Berliquet 2016,"St. Emilion, Bordeaux, France",92,1
Chateau Berliquet (5 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",90,1
Chateau Berliquet (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",94,1
Chateau Bernadotte 2003,"Medoc, Bordeaux, France",90,1
Chateau Beychevelle (1.5 Liter Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",96,1
Chateau Beychevelle (1.5 Liter Magnum) 2014,"St-Julien, Bordeaux, France",91,1
Chateau Beychevelle (1.5 Liter Magnum) 2016,"St-Julien, Bordeaux, France",93,1
Chateau Beychevelle (1.5 Liter Magnum) 2018,"St-Julien, Bordeaux, France",96,1
Chateau Beychevelle 1986,"St-Julien, Bordeaux, France",92,1
Chateau Beychevelle 2000,"St-Julien, Bordeaux, France",92,1
Chateau Beychevelle 2005,"St-Julien, Bordeaux, France",90,1
Chateau Beychevelle 2006,"St-Julien, Bordeaux, France",90,1
Chateau Beychevelle 2008,"St-Julien, Bordeaux, France",90,1
Chateau Beychevelle 2012,"St-Julien, Bordeaux, France",90,1
Chateau Beychevelle 2018,"St-Julien, Bordeaux, France",96,1
Chateau Beychevelle (375ML half-bottle) 2003,"St-Julien, Bordeaux, France",92,1
Chateau Beychevelle (6-Pack OWC Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",96,1
Chateau Beychevelle (Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",96,1
Chateau Beychevelle (scuffed labels - 375ML half-bottle) 2005,"St-Julien, Bordeaux, France",92,1
Chateau Beychevelle (slightly scuffed labels) 2014,"St-Julien, Bordeaux, France",91,1
Chateau Blaignan 2010,"Medoc, Bordeaux, France",92,1
Chateau Blaignan 2015,"Medoc, Bordeaux, France",91,1
Chateau Bois Malot Blanc 2018,"Bordeaux, France",90,0
Chateau Boswell Red 2014,"Napa Valley, California",95,1
Chateau Bourbon la Chapelle 2015,"Medoc, Bordeaux, France",90,1
Chateau Bourgneuf 2000,"Pomerol, Bordeaux, France",92,1
Chateau Bourgneuf 2014,"Pomerol, Bordeaux, France",90,1
Chateau Bourgneuf 2015,"Pomerol, Bordeaux, France",91,1
Chateau Bourgneuf (Futures Pre-Sale) 2019,"Pomerol, Bordeaux, France",91,1
Chateau Bouscaut 2010,"Pessac-Leognan, Bordeaux, France",90,1
Chateau Bousquette Cuvee Prestige 1999,"Languedoc, South of France, France",92,1
Chateau Boyd-Cantenac 2009,"Margaux, Bordeaux, France",92,1
Chateau Branaire-Ducru (1.5 Liter Magnum) 2014,"St-Julien, Bordeaux, France",93,1
Chateau Branaire-Ducru 2000,"St-Julien, Bordeaux, France",94,1
Chateau Branaire-Ducru 2003,"St-Julien, Bordeaux, France",91,1
Chateau Branaire-Ducru 2005,"St-Julien, Bordeaux, France",95,1
Chateau Branaire-Ducru 2006,"St-Julien, Bordeaux, France",90,1
Chateau Branaire-Ducru 2007,"St-Julien, Bordeaux, France",91,1
Chateau Branaire-Ducru 2008,"St-Julien, Bordeaux, France",91,1
Chateau Branaire-Ducru 2009,"St-Julien, Bordeaux, France",93,1
Chateau Branaire-Ducru 2010,"St-Julien, Bordeaux, France",94,1
Chateau Branaire-Ducru 2011,"St-Julien, Bordeaux, France",92,1
Chateau Branaire-Ducru 2012,"St-Julien, Bordeaux, France",90,1
Chateau Branaire-Ducru 2014,"St-Julien, Bordeaux, France",93,1
Chateau Branaire-Ducru (Futures Pre-Sale) 2018,"St-Julien, Bordeaux, France",94,1
Chateau Brane-Cantenac (1.5 Liter Magnum) 2003,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac (1.5 Liter Magnum) 2016,"Margaux, Bordeaux, France",93,1
Chateau Brane-Cantenac (1.5 Liter Magnum) 2015,"Margaux, Bordeaux, France",92,1
Chateau Brane-Cantenac 2000,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2003,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2004,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2005,"Margaux, Bordeaux, France",92,1
Chateau Brane-Cantenac 2006,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2007,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2009,"Margaux, Bordeaux, France",92,1
Chateau Brane-Cantenac 2010,"Margaux, Bordeaux, France",93,1
Chateau Brane-Cantenac 2011,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2012,"Margaux, Bordeaux, France",90,1
Chateau Brane-Cantenac 2014,"Margaux, Bordeaux, France",92,1
Chateau Brane-Cantenac 2015,"Margaux, Bordeaux, France",92,1
Chateau Brane-Cantenac Baron de Brane 2010,"Margaux, Bordeaux, France",92,1
Chateau Branon 2005,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Branon (Futures Pre-Sale) 2014,"Pessac-Leognan, Bordeaux, France",92,1
Chateau Brillette Moulis en Medoc (1.5 Liter Magnum) 2005,"Medoc, Bordeaux, France",90,1
Chateau Brillette Moulis en Medoc 2005,"Medoc, Bordeaux, France",90,1
Chateau Brown 2014,"Pessac-Leognan, Bordeaux, France",91,1
Chateau Brown Blanc 2013,"Pessac-Leognan, Bordeaux, France",93,0
Chateau Brown Blanc (Futures Pre-Sale) 2018,"Pessac-Leognan, Bordeaux, France",92,0
Chateau Busquet Lussac-St. Emilion 2015,"Bordeaux, France",90,1
Chateau Cabrieres Chateauneuf-du-Pape 2014,"Chateauneuf-du-Pape, Rhone, France",92,1
Chateau Cabrieres Chateauneuf-du-Pape Cuvee Prestige 2000,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Caillou Sauternes 2005,"Sauternes, Bordeaux, France",90,0
Chateau Caillou Sauternes (375ml half-bottle) 2005,"Sauternes, Bordeaux, France",90,0
Chateau Calon-Segur (1.5 Liter Magnum) 2000,"St. Estephe, Bordeaux, France",91,1
Chateau Calon-Segur (1.5 Liter Magnum) 2008,"St. Estephe, Bordeaux, France",91,1
Chateau Calon-Segur 2000,"St. Estephe, Bordeaux, France",93,1
Chateau Calon-Segur 2001,"St. Estephe, Bordeaux, France",90,1
Chateau Calon-Segur 2002,"St. Estephe, Bordeaux, France",94,1
Chateau Calon-Segur 2004,"St. Estephe, Bordeaux, France",90,1
Chateau Calon-Segur 2011,"St. Estephe, Bordeaux, France",90,1
Chateau Calon-Segur 2012,"St. Estephe, Bordeaux, France",91,1
Chateau Calon-Segur 2014,"St. Estephe, Bordeaux, France",92,1
Chateau Calon-Segur 2016,"St. Estephe, Bordeaux, France",96,1
Chateau Calon-Segur (3 Liter Bottle) 2000,"St. Estephe, Bordeaux, France",91,1
Chateau Calon-Segur (375ML half-bottle) 2006,"St. Estephe, Bordeaux, France",92,1
Chateau Calon-Segur (375ML half-bottle) 2015,"St. Estephe, Bordeaux, France",93,1
Chateau Calon-Segur (bin soiled labels) 2003,"St. Estephe, Bordeaux, France",94,1
Chateau Calon-Segur (Futures Pre-Sale) 2019,"St. Estephe, Bordeaux, France",97,1
Chateau Calon-Segur Le Marquis de Calon-Segur 2012,"St. Estephe, Bordeaux, France",92,1
Chateau Calon-Segur Le Marquis de Calon-Segur (Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",94,1
Chateau Calon-Segur Le Marquis de Calon-Segur (Futures Pre-Sale) 2019,"St. Estephe, Bordeaux, France",92,1
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur 2004,"Medoc, Bordeaux, France",90,1
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur 2005,"Medoc, Bordeaux, France",90,1
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur 2009,"Medoc, Bordeaux, France",90,1
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur 2008,"Medoc, Bordeaux, France",90,1
Chateau Canon (1.5 Liter Futures Pre-Sale) 2017,"St. Emilion, Bordeaux, France",94,1
Chateau Canon (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",94,1
Chateau Canon (1.5 Liter Magnum) 2015,"St. Emilion, Bordeaux, France",96,1
Chateau Canon (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Canon 1982,"St. Emilion, Bordeaux, France",92,1
Chateau Canon 2000,"St. Emilion, Bordeaux, France",90,1
Chateau Canon 2003,"St. Emilion, Bordeaux, France",92,1
Chateau Canon 2004,"St. Emilion, Bordeaux, France",90,1
Chateau Canon 2005,"St. Emilion, Bordeaux, France",93,1
Chateau Canon 2008,"St. Emilion, Bordeaux, France",90,1
Chateau Canon 2010,"St. Emilion, Bordeaux, France",93,1
Chateau Canon 2014,"St. Emilion, Bordeaux, France",94,1
Chateau Canon 2015,"St. Emilion, Bordeaux, France",96,1
Chateau Canon 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Canon (3 Liter) 2014,"St. Emilion, Bordeaux, France",94,1
Chateau Canon (3 Liter) 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Canon (375ML half-bottle) 2014,"St. Emilion, Bordeaux, France",94,1
Chateau Canon (375ML half-bottle) 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Canon 6-Pack OWC (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",97,1
Chateau Canon La Gaffeliere (1.5 Liter Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",96,1
Chateau Canon La Gaffeliere (1.5 Liter Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",97,1
Chateau Canon La Gaffeliere (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",92,1
Chateau Canon La Gaffeliere (1.5 Liter Magnum) 2012,"St. Emilion, Bordeaux, France",92,1
Chateau Canon La Gaffeliere (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",95,1
Chateau Canon La Gaffeliere 1999,"St. Emilion, Bordeaux, France",92,1
